Unnamed: 0,passage,question,question_type,input_lang,target
5944,Fred is either in the cinema or the bedroom. Mary is either in the school or the office. Mary is in the cinema. Bill is either in the park or the office. Bill travelled to the school. Mary went to the office. Julie moved to the kitchen. Mary is in the school. Fred is either in the office or the office. Julie is either in the kitchen or the park.,Is Mary in the school?,qa10,en,yes
5945,Julie travelled to the park. Bill went back to the cinema. Bill journeyed to the school. Julie went to the kitchen.,Is Bill in the school?,qa10,en,yes
5946,Julie is either in the bedroom or the bedroom. Julie is either in the kitchen or the office. Mary is in the bedroom. Fred is either in the office or the park.,Is Julie in the park?,qa10,en,no
5947,Bill is in the office. Bill journeyed to the school. Fred travelled to the school. Fred is in the cinema. Mary moved to the cinema. Bill travelled to the bedroom. Fred went to the school. Mary is in the park.,Is Bill in the school?,qa10,en,no
5948,Fred is in the school. Fred is either in the kitchen or the school. Mary moved to the bedroom. Mary travelled to the cinema. Julie journeyed to the office. Bill is either in the school or the office. Bill is in the kitchen. Mary is in the kitchen. Mary moved to the office. Julie travelled to the kitchen.,Is Mary in the cinema?,qa10,en,no
5949,Fred is in the cinema. Bill is in the office. Mary went back to the school. Bill is in the kitchen. Julie is either in the office or the park. Fred went back to the park. Bill went to the cinema. Fred is either in the school or the office. Bill is either in the park or the kitchen. Mary is either in the kitchen or the bedroom.,Is Fred in the office?,qa10,en,maybe
5950,Bill is either in the kitchen or the bedroom. Julie journeyed to the park.,Is Bill in the kitchen?,qa10,en,maybe
5951,Bill is either in the kitchen or the bedroom. Julie journeyed to the park. Julie is in the school. Bill is in the office. Mary moved to the cinema. Mary is in the kitchen.,Is Mary in the kitchen?,qa10,en,yes
5952,Bill is either in the kitchen or the bedroom. Julie journeyed to the park. Julie is in the school. Bill is in the office. Mary moved to the cinema. Mary is in the kitchen. Bill is in the school. Bill is in the bedroom.,Is Mary in the park?,qa10,en,no
5953,Julie went back to the cinema. Bill travelled to the kitchen. Fred moved to the bedroom. Julie went back to the kitchen.,Is Julie in the park?,qa10,en,no
5954,Julie went back to the cinema. Bill travelled to the kitchen. Fred moved to the bedroom. Julie went back to the kitchen. Mary is in the kitchen. Bill went back to the park. Mary is in the bedroom. Fred is either in the park or the office.,Is Fred in the office?,qa10,en,maybe
5955,Bill is either in the bedroom or the bedroom. Fred travelled to the school.,Is Fred in the school?,qa10,en,yes
5956,Bill is either in the bedroom or the bedroom. Fred travelled to the school. Fred journeyed to the park. Julie journeyed to the cinema. Julie moved to the school. Bill travelled to the cinema. Mary journeyed to the school. Bill went back to the office. Fred is either in the kitchen or the office. Bill is in the school.,Is Fred in the park?,qa10,en,no
5957,Mary is either in the kitchen or the office. Bill moved to the kitchen. Bill went back to the office. Bill went back to the bedroom. Fred moved to the office. Julie is either in the cinema or the kitchen. Julie is in the school. Mary travelled to the cinema. Fred is in the cinema. Fred is in the school.,Is Fred in the cinema?,qa10,en,no
5958,Mary is in the kitchen. Mary went to the park. Mary went back to the office. Mary went to the kitchen. Mary is either in the office or the bedroom. Mary is either in the cinema or the office. Fred is in the office. Mary went to the park. Mary is in the kitchen. Julie moved to the kitchen.,Is Mary in the cinema?,qa10,en,no
5959,Fred is in the bedroom. Julie journeyed to the kitchen. Fred is either in the school or the park. Mary travelled to the kitchen. Bill is in the cinema. Fred travelled to the office. Julie is in the cinema. Julie travelled to the kitchen. Julie journeyed to the office. Bill is either in the kitchen or the kitchen.,Is Julie in the office?,qa10,en,yes
5960,Fred is in the kitchen. Mary went to the office. Fred moved to the school. Mary moved to the kitchen. Bill is either in the park or the park. Bill is either in the school or the park. Bill moved to the park. Fred moved to the bedroom.,Is Fred in the cinema?,qa10,en,no
5961,Julie is in the park. Bill went to the kitchen. Mary is either in the cinema or the school. Fred is either in the school or the park. Fred is either in the park or the bedroom. Bill is either in the kitchen or the cinema. Bill is in the bedroom. Fred is in the kitchen.,Is Bill in the park?,qa10,en,no
5962,Bill journeyed to the cinema. Mary journeyed to the park. Julie is in the bedroom. Mary moved to the school. Bill moved to the bedroom. Julie moved to the school. Bill travelled to the kitchen. Julie is either in the bedroom or the office.,Is Julie in the bedroom?,qa10,en,maybe
5963,Fred went back to the office. Mary moved to the cinema.,Is Fred in the office?,qa10,en,yes
5964,Bill journeyed to the bedroom. Julie went back to the cinema. Fred went to the park. Fred is either in the bedroom or the cinema. Fred is in the cinema. Bill is in the kitchen.,Is Fred in the kitchen?,qa10,en,no
5965,Bill moved to the park. Julie is in the school. Mary went back to the school. Fred is either in the bedroom or the park. Bill is either in the park or the cinema. Fred went back to the office. Fred is in the park. Fred travelled to the cinema.,Is Fred in the office?,qa10,en,no
5966,Bill moved to the park. Julie is in the school. Mary went back to the school. Fred is either in the bedroom or the park. Bill is either in the park or the cinema. Fred went back to the office. Fred is in the park. Fred travelled to the cinema. Bill is either in the office or the bedroom. Julie is in the bedroom.,Is Bill in the school?,qa10,en,no
5967,Mary journeyed to the school. Bill went back to the school. Fred travelled to the office. Julie travelled to the bedroom.,Is Fred in the cinema?,qa10,en,no
5968,Fred is either in the park or the park. Mary is either in the office or the kitchen. Fred is in the bedroom. Mary is in the park.,Is Mary in the cinema?,qa10,en,no
5969,Mary journeyed to the cinema. Bill is in the school.,Is Mary in the cinema?,qa10,en,yes
5970,Mary journeyed to the cinema. Bill is in the school. Bill is in the kitchen. Mary is in the park. Julie is in the bedroom. Bill is in the school. Fred went to the bedroom. Bill journeyed to the kitchen.,Is Bill in the kitchen?,qa10,en,yes
5971,Fred went back to the kitchen. Fred travelled to the office.,Is Fred in the bedroom?,qa10,en,no
5972,Fred is either in the office or the park. Julie went back to the school.,Is Fred in the office?,qa10,en,maybe
5973,Fred is either in the office or the park. Julie went back to the school. Fred is either in the kitchen or the cinema. Julie is in the cinema.,Is Julie in the bedroom?,qa10,en,no
5974,Fred is either in the kitchen or the kitchen. Mary is either in the cinema or the school. Julie is either in the office or the school. Fred went back to the school. Bill is either in the kitchen or the park. Mary is either in the bedroom or the park. Mary travelled to the school. Fred went back to the office. Bill went back to the office. Bill went to the kitchen.,Is Fred in the office?,qa10,en,yes
5975,Fred is either in the school or the kitchen. Julie is in the kitchen. Fred is either in the school or the cinema. Mary went back to the office. Bill is either in the park or the kitchen. Fred went to the office. Mary is in the cinema. Fred went back to the kitchen. Bill went back to the school. Bill is in the bedroom.,Is Bill in the bedroom?,qa10,en,yes
5976,Fred is either in the cinema or the kitchen. Julie is in the office. Mary is in the kitchen. Mary went to the office. Mary travelled to the cinema. Julie travelled to the cinema.,Is Mary in the office?,qa10,en,no
5977,Bill is in the kitchen. Fred moved to the cinema. Bill went to the cinema. Julie is either in the cinema or the park.,Is Julie in the bedroom?,qa10,en,no
5978,Mary went to the park. Bill is either in the school or the office. Fred journeyed to the office. Bill moved to the cinema. Mary travelled to the bedroom. Mary journeyed to the cinema. Julie is in the kitchen. Julie is either in the park or the park.,Is Mary in the cinema?,qa10,en,yes
5979,Fred is in the office. Fred journeyed to the kitchen. Fred is in the office. Fred is in the school. Bill travelled to the park. Mary travelled to the kitchen. Fred moved to the kitchen. Mary went to the office. Fred is either in the cinema or the school. Bill is in the school.,Is Mary in the office?,qa10,en,yes
5980,Fred is in the bedroom. Fred is either in the office or the park. Julie is either in the bedroom or the bedroom. Julie is either in the cinema or the cinema. Fred is in the school. Fred is either in the park or the school. Fred travelled to the school. Fred is in the bedroom.,Is Fred in the bedroom?,qa10,en,yes
5981,Mary moved to the school. Bill journeyed to the office. Fred is either in the office or the bedroom. Fred is either in the school or the cinema. Julie is in the school. Bill went back to the bedroom.,Is Bill in the bedroom?,qa10,en,yes
5982,Mary is in the school. Fred is in the school. Mary is either in the bedroom or the school. Mary is either in the cinema or the cinema. Mary is in the park. Mary travelled to the office.,Is Mary in the office?,qa10,en,yes
5983,Julie is in the school. Bill moved to the park. Julie moved to the park. Bill went to the school. Julie journeyed to the school. Mary went to the kitchen.,Is Julie in the school?,qa10,en,yes
5984,Bill is in the office. Fred is either in the school or the cinema. Bill journeyed to the school. Fred went back to the kitchen. Fred went to the office. Bill is in the bedroom.,Is Bill in the bedroom?,qa10,en,yes
5985,Fred travelled to the kitchen. Mary travelled to the school.,Is Fred in the bedroom?,qa10,en,no
5986,Fred travelled to the kitchen. Mary travelled to the school. Bill went back to the bedroom. Bill is either in the park or the school.,Is Mary in the office?,qa10,en,no
5987,Julie journeyed to the cinema. Mary is in the cinema.,Is Mary in the cinema?,qa10,en,yes
5988,Julie journeyed to the cinema. Mary is in the cinema. Julie went to the park. Mary went to the park. Fred is in the bedroom. Fred went to the office. Julie went to the kitchen. Bill went to the school.,Is Bill in the school?,qa10,en,yes
5989,Mary is in the park. Julie travelled to the office. Julie went back to the school. Mary went to the office.,Is Mary in the office?,qa10,en,yes
5990,Mary is in the park. Julie travelled to the office. Julie went back to the school. Mary went to the office. Fred is in the cinema. Julie is either in the kitchen or the bedroom. Fred is in the kitchen. Bill is in the cinema. Julie is either in the office or the cinema. Julie went back to the kitchen.,Is Julie in the kitchen?,qa10,en,yes
5991,Mary is either in the school or the office. Mary is either in the office or the office. Mary journeyed to the kitchen. Bill journeyed to the cinema. Julie moved to the bedroom. Julie is either in the kitchen or the school. Julie moved to the cinema. Mary travelled to the cinema.,Is Bill in the cinema?,qa10,en,yes
5992,Julie moved to the office. Fred went to the bedroom. Fred travelled to the office. Julie is in the park. Mary went to the kitchen. Fred journeyed to the cinema. Bill moved to the park. Mary is either in the park or the park. Mary is either in the bedroom or the school. Bill journeyed to the kitchen.,Is Bill in the kitchen?,qa10,en,yes
5993,Julie is either in the school or the bedroom. Julie is either in the cinema or the park. Bill is in the park. Bill is either in the office or the office.,Is Bill in the office?,qa10,en,maybe
